Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Payment_Method,Returned,Gross_Sales,Discount_Amount,Net_Sales
O00876,2025-04-06 09:27:28.409681936,C0416,Laptop,Electronics,South,2,65000,0.1,Credit Card,Yes,130000,13000.0,117000.0
O00877,2025-04-06 12:04:27.893578715,C0476,Monitor,Electronics,North,1,15000,0.05,UPI,No,15000,750.0,14250.0
O00878,2025-04-06 14:41:27.377475495,C0364,Headphones,Accessories,South,4,2500,0.1,UPI,No,10000,1000.0,9000.0
O00879,2025-04-06 17:18:26.861372274,C0129,Smartphone,Electronics,South,3,40000,0.0,Credit Card,No,120000,0.0,120000.0
O00880,2025-04-06 19:55:26.345269053,C0493,Keyboard,Accessories,East,4,2000,0.1,Debit Card,No,8000,800.0,7200.0
O00881,2025-04-06 22:32:25.829165833,C0130,Smartphone,Electronics,East,1,40000,0.1,Credit Card,No,40000,4000.0,36000.0
O00882,2025-04-07 01:09:25.313062612,C0300,Monitor,Electronics,West,3,15000,0.05,Credit Card,No,45000,2250.0,42750.0
O00883,2025-04-07 03:46:24.796959392,C0422,Headphones,Accessories,West,3,2500,0.15,Cash,No,7500,1125.0,6375.0
O00884,2025-04-07 06:23:24.280856171,C0211,Laptop,Electronics,South,1,65000,0.0,Credit Card,No,65000,0.0,65000.0
O00885,2025-04-07 09:00:23.764752950,C0286,Laptop,Electronics,East,4,65000,0.0,Cash,No,260000,0.0,260000.0
O00886,2025-04-07 11:37:23.248649730,C0196,Keyboard,Accessories,South,2,2000,0.15,UPI,No,4000,600.0,3400.0
O00887,2025-04-07 14:14:22.732546509,C0463,Webcam,Accessories,North,4,3500,0.05,Debit Card,No,14000,700.0,13300.0
O00888,2025-04-07 16:51:22.216443288,C0023,Webcam,Accessories,East,1,3500,0.05,Cash,No,3500,175.0,3325.0
O00889,2025-04-07 19:28:21.700340068,C0477,Keyboard,Accessories,East,5,2000,0.05,Debit Card,No,10000,500.0,9500.0
O00890,2025-04-07 22:05:21.184236847,C0223,Monitor,Electronics,South,5,15000,0.15,UPI,No,75000,11250.0,63750.0
O00891,2025-04-08 00:42:20.668133626,C0364,Tablet,Electronics,South,5,30000,0.1,Cash,No,150000,15000.0,135000.0
O00892,2025-04-08 03:19:20.152030406,C0171,Headphones,Accessories,West,5,2500,0.05,Cash,No,12500,625.0,11875.0
O00893,2025-04-08 05:56:19.635927185,C0272,Mouse,Accessories,South,1,800,0.1,UPI,No,800,80.0,720.0
O00894,2025-04-08 08:33:19.119823964,C0044,Smartphone,Electronics,South,2,40000,0.1,Debit Card,No,80000,8000.0,72000.0
O00895,2025-04-08 11:10:18.603720744,C0300,Tablet,Electronics,East,2,30000,0.0,Credit Card,No,60000,0.0,60000.0
O00896,2025-04-08 13:47:18.087617523,C0014,Keyboard,Accessories,West,4,2000,0.05,UPI,No,8000,400.0,7600.0
O00897,2025-04-08 16:24:17.571514302,C0491,Tablet,Electronics,East,3,30000,0.0,Debit Card,No,90000,0.0,90000.0
O00898,2025-04-08 19:01:17.055411082,C0376,Headphones,Accessories,East,5,2500,0.1,Credit Card,No,12500,1250.0,11250.0
O00899,2025-04-08 21:38:16.539307861,C0049,Keyboard,Accessories,West,4,2000,0.05,Credit Card,No,8000,400.0,7600.0
O00900,2025-04-09 00:15:16.023204641,C0236,Keyboard,Accessories,East,5,2000,0.15,Cash,No,10000,1500.0,8500.0
O00901,2025-04-09 02:52:15.507101420,C0390,Webcam,Accessories,North,2,3500,0.0,Cash,No,7000,0.0,7000.0
O00902,2025-04-09 05:29:14.990998199,C0244,Keyboard,Accessories,South,5,2000,0.15,Credit Card,No,10000,1500.0,8500.0
O00903,2025-04-09 08:06:14.474894979,C0321,Laptop,Electronics,North,3,65000,0.05,Credit Card,No,195000,9750.0,185250.0
O00904,2025-04-09 10:43:13.958791758,C0105,Smartphone,Electronics,West,3,40000,0.15,UPI,No,120000,18000.0,102000.0
O00905,2025-04-09 13:20:13.442688537,C0417,Mouse,Accessories,North,4,800,0.0,Debit Card,No,3200,0.0,3200.0
O00906,2025-04-09 15:57:12.926585317,C0411,Headphones,Accessories,North,2,2500,0.0,Credit Card,No,5000,0.0,5000.0
O00907,2025-04-09 18:34:12.410482096,C0409,Laptop,Electronics,North,3,65000,0.0,UPI,No,195000,0.0,195000.0
O00908,2025-04-09 21:11:11.894378875,C0130,Monitor,Electronics,West,3,15000,0.15,Credit Card,No,45000,6750.0,38250.0
O00909,2025-04-09 23:48:11.378275655,C0004,Mouse,Accessories,East,5,800,0.05,UPI,No,4000,200.0,3800.0
O00910,2025-04-10 02:25:10.862172434,C0292,Monitor,Electronics,South,4,15000,0.0,Cash,No,60000,0.0,60000.0
O00911,2025-04-10 05:02:10.346069213,C0246,Laptop,Electronics,West,4,65000,0.0,Credit Card,No,260000,0.0,260000.0
O00912,2025-04-10 07:39:09.829965993,C0094,Smartphone,Electronics,West,5,40000,0.15,UPI,No,200000,30000.0,170000.0
O00913,2025-04-10 10:16:09.313862772,C0264,Tablet,Electronics,North,3,30000,0.05,Debit Card,No,90000,4500.0,85500.0
O00914,2025-04-10 12:53:08.797759552,C0209,Laptop,Electronics,North,4,65000,0.0,Debit Card,No,260000,0.0,260000.0
O00915,2025-04-10 15:30:08.281656331,C0291,Webcam,Accessories,North,3,3500,0.1,Debit Card,No,10500,1050.0,9450.0
O00916,2025-04-10 18:07:07.765553110,C0224,Headphones,Accessories,West,4,2500,0.15,UPI,No,10000,1500.0,8500.0
O00917,2025-04-10 20:44:07.249449890,C0382,Mouse,Accessories,West,4,800,0.15,Debit Card,No,3200,480.0,2720.0
O00918,2025-04-10 23:21:06.733346669,C0147,Tablet,Electronics,East,5,30000,0.0,UPI,No,150000,0.0,150000.0
O00919,2025-04-11 01:58:06.217243448,C0319,Smartphone,Electronics,West,3,40000,0.1,Cash,No,120000,12000.0,108000.0
O00920,2025-04-11 04:35:05.701140228,C0236,Monitor,Electronics,South,2,15000,0.1,Debit Card,No,30000,3000.0,27000.0
O00921,2025-04-11 07:12:05.185037007,C0227,Headphones,Accessories,East,5,2500,0.15,UPI,No,12500,1875.0,10625.0
O00922,2025-04-11 09:49:04.668933786,C0244,Smartphone,Electronics,West,3,40000,0.1,Credit Card,No,120000,12000.0,108000.0
O00923,2025-04-11 12:26:04.152830566,C0277,Mouse,Accessories,East,3,800,0.0,Cash,No,2400,0.0,2400.0
O00924,2025-04-11 15:03:03.636727345,C0049,Headphones,Accessories,South,2,2500,0.05,UPI,No,5000,250.0,4750.0
O00925,2025-04-11 17:40:03.120624124,C0408,Webcam,Accessories,North,2,3500,0.1,Debit Card,No,7000,700.0,6300.0
O00926,2025-04-11 20:17:02.604520904,C0331,Headphones,Accessories,South,2,2500,0.05,Debit Card,No,5000,250.0,4750.0
O00927,2025-04-11 22:54:02.088417683,C0204,Keyboard,Accessories,East,4,2000,0.0,Cash,No,8000,0.0,8000.0
O00928,2025-04-12 01:31:01.572314463,C0206,Headphones,Accessories,West,5,2500,0.1,Credit Card,No,12500,1250.0,11250.0
O00929,2025-04-12 04:08:01.056211242,C0072,Keyboard,Accessories,West,3,2000,0.15,Cash,No,6000,900.0,5100.0
O00930,2025-04-12 06:45:00.540108021,C0146,Headphones,Accessories,East,1,2500,0.0,Credit Card,No,2500,0.0,2500.0
O00931,2025-04-12 09:22:00.024004801,C0007,Monitor,Electronics,West,3,15000,0.0,UPI,No,45000,0.0,45000.0
O00932,2025-04-12 11:58:59.507901580,C0023,Headphones,Accessories,North,5,2500,0.0,Cash,No,12500,0.0,12500.0
O00933,2025-04-12 14:35:58.991798359,C0184,Smartphone,Electronics,South,5,40000,0.15,Debit Card,No,200000,30000.0,170000.0
O00934,2025-04-12 17:12:58.475695139,C0461,Smartphone,Electronics,South,3,40000,0.1,Cash,No,120000,12000.0,108000.0
O00935,2025-04-12 19:49:57.959591918,C0311,Smartphone,Electronics,West,2,40000,0.15,Cash,No,80000,12000.0,68000.0
O00936,2025-04-12 22:26:57.443488697,C0232,Headphones,Accessories,South,2,2500,0.1,Debit Card,No,5000,500.0,4500.0
O00937,2025-04-13 01:03:56.927385477,C0192,Tablet,Electronics,South,3,30000,0.15,Credit Card,No,90000,13500.0,76500.0
O00938,2025-04-13 03:40:56.411282256,C0143,Tablet,Electronics,West,3,30000,0.15,UPI,No,90000,13500.0,76500.0
O00939,2025-04-13 06:17:55.895179035,C0408,Webcam,Accessories,South,3,3500,0.05,Debit Card,No,10500,525.0,9975.0
O00940,2025-04-13 08:54:55.379075815,C0302,Keyboard,Accessories,North,3,2000,0.15,Credit Card,No,6000,900.0,5100.0
O00941,2025-04-13 11:31:54.862972594,C0396,Mouse,Accessories,West,2,800,0.0,Debit Card,No,1600,0.0,1600.0
O00942,2025-04-13 14:08:54.346869373,C0189,Laptop,Electronics,West,1,65000,0.1,UPI,No,65000,6500.0,58500.0
O00943,2025-04-13 16:45:53.830766153,C0496,Smartphone,Electronics,East,1,40000,0.15,UPI,No,40000,6000.0,34000.0
O00944,2025-04-13 19:22:53.314662932,C0255,Smartphone,Electronics,East,1,40000,0.15,Cash,No,40000,6000.0,34000.0
O00945,2025-04-13 21:59:52.798559712,C0169,Monitor,Electronics,East,1,15000,0.0,Credit Card,No,15000,0.0,15000.0
O00946,2025-04-14 00:36:52.282456491,C0025,Smartphone,Electronics,North,4,40000,0.0,UPI,No,160000,0.0,160000.0
O00947,2025-04-14 03:13:51.766353270,C0181,Keyboard,Accessories,East,1,2000,0.0,Cash,No,2000,0.0,2000.0
O00948,2025-04-14 05:50:51.250250050,C0234,Laptop,Electronics,North,5,65000,0.05,UPI,No,325000,16250.0,308750.0
O00949,2025-04-14 08:27:50.734146829,C0353,Headphones,Accessories,East,2,2500,0.15,Debit Card,No,5000,750.0,4250.0
O00950,2025-04-14 11:04:50.218043608,C0012,Webcam,Accessories,West,3,3500,0.05,Credit Card,No,10500,525.0,9975.0
O00951,2025-04-14 13:41:49.701940388,C0351,Laptop,Electronics,South,1,65000,0.05,UPI,No,65000,3250.0,61750.0
O00952,2025-04-14 16:18:49.185837167,C0296,Webcam,Accessories,South,5,3500,0.15,Cash,No,17500,2625.0,14875.0
O00953,2025-04-14 18:55:48.669733946,C0111,Keyboard,Accessories,South,2,2000,0.15,Debit Card,No,4000,600.0,3400.0
O00954,2025-04-14 21:32:48.153630726,C0418,Laptop,Electronics,West,2,65000,0.15,Credit Card,No,130000,19500.0,110500.0
O00955,2025-04-15 00:09:47.637527505,C0287,Mouse,Accessories,North,5,800,0.1,Cash,No,4000,400.0,3600.0
O00956,2025-04-15 02:46:47.121424284,C0045,Mouse,Accessories,South,2,800,0.15,Debit Card,No,1600,240.0,1360.0
O00957,2025-04-15 05:23:46.605321064,C0419,Headphones,Accessories,North,3,2500,0.05,UPI,No,7500,375.0,7125.0
O00958,2025-04-15 08:00:46.089217844,C0114,Mouse,Accessories,West,5,800,0.0,Debit Card,No,4000,0.0,4000.0
O00959,2025-04-15 10:37:45.573114622,C0446,Mouse,Accessories,East,1,800,0.0,UPI,No,800,0.0,800.0
O00960,2025-04-15 13:14:45.057011402,C0341,Monitor,Electronics,East,1,15000,0.1,Cash,No,15000,1500.0,13500.0
O00961,2025-04-15 15:51:44.540908182,C0159,Keyboard,Accessories,East,2,2000,0.15,Cash,No,4000,600.0,3400.0
O00962,2025-04-15 18:28:44.024804960,C0455,Monitor,Electronics,West,5,15000,0.1,UPI,No,75000,7500.0,67500.0
O00963,2025-04-15 21:05:43.508701740,C0385,Monitor,Electronics,South,2,15000,0.0,UPI,No,30000,0.0,30000.0
O00964,2025-04-15 23:42:42.992598520,C0416,Headphones,Accessories,North,5,2500,0.0,Cash,No,12500,0.0,12500.0
O00965,2025-04-16 02:19:42.476495298,C0051,Mouse,Accessories,South,2,800,0.0,Cash,No,1600,0.0,1600.0
O00966,2025-04-16 04:56:41.960392078,C0402,Keyboard,Accessories,North,5,2000,0.0,Credit Card,No,10000,0.0,10000.0
O00967,2025-04-16 07:33:41.444288858,C0294,Smartphone,Electronics,South,4,40000,0.05,Debit Card,No,160000,8000.0,152000.0
O00968,2025-04-16 10:10:40.928185636,C0239,Webcam,Accessories,North,3,3500,0.1,UPI,No,10500,1050.0,9450.0
O00969,2025-04-16 12:47:40.412082416,C0006,Webcam,Accessories,South,4,3500,0.15,UPI,No,14000,2100.0,11900.0
O00970,2025-04-16 15:24:39.895979196,C0428,Keyboard,Accessories,East,2,2000,0.0,UPI,No,4000,0.0,4000.0
O00971,2025-04-16 18:01:39.379875974,C0359,Monitor,Electronics,South,5,15000,0.05,Cash,No,75000,3750.0,71250.0
O00972,2025-04-16 20:38:38.863772754,C0210,Mouse,Accessories,West,3,800,0.0,Debit Card,No,2400,0.0,2400.0
O00973,2025-04-16 23:15:38.347669534,C0355,Headphones,Accessories,East,1,2500,0.0,UPI,No,2500,0.0,2500.0
O00974,2025-04-17 01:52:37.831566312,C0288,Headphones,Accessories,South,4,2500,0.1,Cash,No,10000,1000.0,9000.0
O00975,2025-04-17 04:29:37.315463092,C0056,Tablet,Electronics,South,2,30000,0.1,Credit Card,No,60000,6000.0,54000.0
O00976,2025-04-17 07:06:36.799359872,C0118,Smartphone,Electronics,North,2,40000,0.1,UPI,No,80000,8000.0,72000.0
O00977,2025-04-17 09:43:36.283256650,C0475,Keyboard,Accessories,North,1,2000,0.1,Debit Card,No,2000,200.0,1800.0
O00978,2025-04-17 12:20:35.767153430,C0091,Keyboard,Accessories,South,4,2000,0.05,Credit Card,No,8000,400.0,7600.0
O00979,2025-04-17 14:57:35.251050210,C0496,Mouse,Accessories,North,3,800,0.1,Credit Card,No,2400,240.0,2160.0
O00980,2025-04-17 17:34:34.734946990,C0198,Keyboard,Accessories,East,4,2000,0.1,Debit Card,No,8000,800.0,7200.0
O00981,2025-04-17 20:11:34.218843768,C0142,Tablet,Electronics,North,4,30000,0.0,Debit Card,No,120000,0.0,120000.0
O00982,2025-04-17 22:48:33.702740548,C0019,Tablet,Electronics,West,5,30000,0.1,Credit Card,No,150000,15000.0,135000.0
O00983,2025-04-18 01:25:33.186637328,C0105,Webcam,Accessories,North,4,3500,0.05,UPI,No,14000,700.0,13300.0
O00984,2025-04-18 04:02:32.670534106,C0041,Smartphone,Electronics,South,1,40000,0.0,Debit Card,Yes,40000,0.0,40000.0
O00985,2025-04-18 06:39:32.154430886,C0378,Headphones,Accessories,West,4,2500,0.0,Debit Card,No,10000,0.0,10000.0
O00986,2025-04-18 09:16:31.638327666,C0053,Webcam,Accessories,South,5,3500,0.0,Cash,No,17500,0.0,17500.0
O00987,2025-04-18 11:53:31.122224444,C0481,Tablet,Electronics,North,1,30000,0.0,Credit Card,No,30000,0.0,30000.0
O00988,2025-04-18 14:30:30.606121224,C0279,Mouse,Accessories,East,4,800,0.05,UPI,No,3200,160.0,3040.0
O00989,2025-04-18 17:07:30.090018004,C0275,Laptop,Electronics,East,5,65000,0.1,UPI,No,325000,32500.0,292500.0
O00990,2025-04-18 19:44:29.573914782,C0073,Mouse,Accessories,East,1,800,0.15,Debit Card,No,800,120.0,680.0
O00991,2025-04-18 22:21:29.057811562,C0207,Headphones,Accessories,South,3,2500,0.15,UPI,No,7500,1125.0,6375.0
O00992,2025-04-19 00:58:28.541708342,C0155,Mouse,Accessories,South,1,800,0.05,UPI,No,800,40.0,760.0
O00993,2025-04-19 03:35:28.025605120,C0059,Monitor,Electronics,North,5,15000,0.1,UPI,No,75000,7500.0,67500.0
O00994,2025-04-19 06:12:27.509501900,C0068,Smartphone,Electronics,East,3,40000,0.0,Credit Card,No,120000,0.0,120000.0
O00995,2025-04-19 08:49:26.993398680,C0380,Keyboard,Accessories,West,4,2000,0.0,Debit Card,No,8000,0.0,8000.0
O00996,2025-04-19 11:26:26.477295458,C0065,Headphones,Accessories,East,2,2500,0.1,Credit Card,No,5000,500.0,4500.0
O00997,2025-04-19 14:03:25.961192238,C0310,Webcam,Accessories,East,2,3500,0.05,Cash,No,7000,350.0,6650.0
O00998,2025-04-19 16:40:25.445089018,C0034,Mouse,Accessories,East,3,800,0.15,Cash,No,2400,360.0,2040.0
O00999,2025-04-19 19:17:24.928985796,C0369,Smartphone,Electronics,South,2,40000,0.0,Debit Card,No,80000,0.0,80000.0
O01000,2025-04-19 21:54:24.412882576,C0283,Mouse,Accessories,West,1,800,0.15,UPI,No,800,120.0,680.0
O01001,2025-04-20 00:31:23.896779356,C0137,Mouse,Accessories,North,2,800,0.15,Cash,No,1600,240.0,1360.0
O01002,2025-04-20 03:08:23.380676134,C0117,Smartphone,Electronics,South,3,40000,0.0,UPI,No,120000,0.0,120000.0
O01003,2025-04-20 05:45:22.864572914,C0484,Keyboard,Accessories,East,3,2000,0.15,Debit Card,No,6000,900.0,5100.0
O01004,2025-04-20 08:22:22.348469694,C0045,Mouse,Accessories,North,2,800,0.05,UPI,Yes,1600,80.0,1520.0
O01005,2025-04-20 10:59:21.832366472,C0197,Monitor,Electronics,West,4,15000,0.0,Debit Card,No,60000,0.0,60000.0
O01006,2025-04-20 13:36:21.316263252,C0091,Keyboard,Accessories,South,2,2000,0.05,Credit Card,Yes,4000,200.0,3800.0
O01007,2025-04-20 16:13:20.800160032,C0089,Keyboard,Accessories,South,5,2000,0.0,UPI,No,10000,0.0,10000.0
O01008,2025-04-20 18:50:20.284056810,C0187,Webcam,Accessories,North,3,3500,0.05,Credit Card,No,10500,525.0,9975.0
O01009,2025-04-20 21:27:19.767953590,C0482,Tablet,Electronics,West,2,30000,0.0,Credit Card,No,60000,0.0,60000.0
O01010,2025-04-21 00:04:19.251850370,C0298,Keyboard,Accessories,East,5,2000,0.0,Credit Card,No,10000,0.0,10000.0
O01011,2025-04-21 02:41:18.735747150,C0108,Smartphone,Electronics,South,5,40000,0.05,Debit Card,No,200000,10000.0,190000.0
O01012,2025-04-21 05:18:18.219643928,C0373,Keyboard,Accessories,West,1,2000,0.15,Debit Card,No,2000,300.0,1700.0
O01013,2025-04-21 07:55:17.703540708,C0373,Mouse,Accessories,North,2,800,0.0,Cash,No,1600,0.0,1600.0
O01014,2025-04-21 10:32:17.187437488,C0338,Webcam,Accessories,South,1,3500,0.0,Credit Card,No,3500,0.0,3500.0
O01015,2025-04-21 13:09:16.671334266,C0148,Laptop,Electronics,North,5,65000,0.0,Credit Card,No,325000,0.0,325000.0
O01016,2025-04-21 15:46:16.155231046,C0279,Monitor,Electronics,South,5,15000,0.1,Credit Card,No,75000,7500.0,67500.0
O01017,2025-04-21 18:23:15.639127826,C0118,Mouse,Accessories,North,1,800,0.05,Cash,No,800,40.0,760.0
O01018,2025-04-21 21:00:15.123024604,C0369,Headphones,Accessories,North,1,2500,0.0,Debit Card,No,2500,0.0,2500.0
O01019,2025-04-21 23:37:14.606921384,C0242,Monitor,Electronics,North,4,15000,0.1,UPI,No,60000,6000.0,54000.0
O01020,2025-04-22 02:14:14.090818164,C0492,Tablet,Electronics,North,5,30000,0.1,Credit Card,No,150000,15000.0,135000.0
O01021,2025-04-22 04:51:13.574714942,C0219,Headphones,Accessories,North,2,2500,0.0,Credit Card,No,5000,0.0,5000.0
O01022,2025-04-22 07:28:13.058611722,C0135,Monitor,Electronics,West,5,15000,0.05,UPI,No,75000,3750.0,71250.0
O01023,2025-04-22 10:05:12.542508502,C0150,Keyboard,Accessories,South,3,2000,0.15,Cash,No,6000,900.0,5100.0
O01024,2025-04-22 12:42:12.026405280,C0302,Webcam,Accessories,West,3,3500,0.0,UPI,No,10500,0.0,10500.0
O01025,2025-04-22 15:19:11.510302060,C0023,Headphones,Accessories,West,3,2500,0.1,Cash,No,7500,750.0,6750.0
O01026,2025-04-22 17:56:10.994198840,C0323,Smartphone,Electronics,West,1,40000,0.15,UPI,No,40000,6000.0,34000.0
O01027,2025-04-22 20:33:10.478095618,C0034,Headphones,Accessories,West,2,2500,0.15,Credit Card,No,5000,750.0,4250.0
O01028,2025-04-22 23:10:09.961992398,C0180,Laptop,Electronics,West,4,65000,0.1,UPI,No,260000,26000.0,234000.0
O01029,2025-04-23 01:47:09.445889178,C0245,Mouse,Accessories,South,2,800,0.05,Credit Card,No,1600,80.0,1520.0
O01030,2025-04-23 04:24:08.929785956,C0221,Monitor,Electronics,West,2,15000,0.1,Cash,No,30000,3000.0,27000.0
O01031,2025-04-23 07:01:08.413682736,C0035,Keyboard,Accessories,West,1,2000,0.0,Debit Card,No,2000,0.0,2000.0
O01032,2025-04-23 09:38:07.897579516,C0389,Keyboard,Accessories,North,3,2000,0.0,UPI,No,6000,0.0,6000.0
O01033,2025-04-23 12:15:07.381476294,C0300,Laptop,Electronics,South,3,65000,0.0,UPI,No,195000,0.0,195000.0
O01034,2025-04-23 14:52:06.865373074,C0196,Laptop,Electronics,West,1,65000,0.0,UPI,No,65000,0.0,65000.0
O01035,2025-04-23 17:29:06.349269854,C0267,Smartphone,Electronics,East,2,40000,0.0,Debit Card,Yes,80000,0.0,80000.0
O01036,2025-04-23 20:06:05.833166632,C0143,Monitor,Electronics,South,4,15000,0.0,UPI,No,60000,0.0,60000.0
O01037,2025-04-23 22:43:05.317063412,C0301,Smartphone,Electronics,East,3,40000,0.15,Credit Card,No,120000,18000.0,102000.0
O01038,2025-04-24 01:20:04.800960192,C0067,Tablet,Electronics,North,2,30000,0.15,Cash,No,60000,9000.0,51000.0
O01039,2025-04-24 03:57:04.284856970,C0030,Monitor,Electronics,East,3,15000,0.15,Cash,No,45000,6750.0,38250.0
O01040,2025-04-24 06:34:03.768753750,C0026,Tablet,Electronics,East,3,30000,0.0,Credit Card,No,90000,0.0,90000.0
O01041,2025-04-24 09:11:03.252650530,C0182,Smartphone,Electronics,West,4,40000,0.0,Credit Card,No,160000,0.0,160000.0
O01042,2025-04-24 11:48:02.736547310,C0047,Laptop,Electronics,South,1,65000,0.0,Debit Card,No,65000,0.0,65000.0
O01043,2025-04-24 14:25:02.220444088,C0490,Smartphone,Electronics,South,3,40000,0.05,UPI,No,120000,6000.0,114000.0
O01044,2025-04-24 17:02:01.704340868,C0026,Tablet,Electronics,West,5,30000,0.1,Debit Card,No,150000,15000.0,135000.0
O01045,2025-04-24 19:39:01.188237648,C0321,Mouse,Accessories,South,5,800,0.05,UPI,No,4000,200.0,3800.0
O01046,2025-04-24 22:16:00.672134426,C0314,Smartphone,Electronics,South,4,40000,0.05,UPI,No,160000,8000.0,152000.0
O01047,2025-04-25 00:53:00.156031206,C0081,Tablet,Electronics,North,4,30000,0.0,Debit Card,No,120000,0.0,120000.0
O01048,2025-04-25 03:29:59.639927986,C0128,Mouse,Accessories,South,3,800,0.15,Cash,No,2400,360.0,2040.0
O01049,2025-04-25 06:06:59.123824764,C0036,Webcam,Accessories,East,1,3500,0.15,Debit Card,No,3500,525.0,2975.0
O01050,2025-04-25 08:43:58.607721544,C0372,Laptop,Electronics,North,5,65000,0.0,Debit Card,No,325000,0.0,325000.0
O01051,2025-04-25 11:20:58.091618324,C0313,Laptop,Electronics,North,1,65000,0.15,Credit Card,No,65000,9750.0,55250.0
O01052,2025-04-25 13:57:57.575515102,C0158,Monitor,Electronics,North,1,15000,0.05,Debit Card,No,15000,750.0,14250.0
O01053,2025-04-25 16:34:57.059411882,C0335,Webcam,Accessories,West,5,3500,0.15,Debit Card,No,17500,2625.0,14875.0
O01054,2025-04-25 19:11:56.543308662,C0086,Monitor,Electronics,West,5,15000,0.05,Cash,No,75000,3750.0,71250.0
O01055,2025-04-25 21:48:56.027205440,C0051,Mouse,Accessories,North,2,800,0.15,Cash,No,1600,240.0,1360.0
O01056,2025-04-26 00:25:55.511102220,C0445,Laptop,Electronics,South,1,65000,0.05,Credit Card,No,65000,3250.0,61750.0
O01057,2025-04-26 03:02:54.994999000,C0166,Webcam,Accessories,South,4,3500,0.1,UPI,No,14000,1400.0,12600.0
O01058,2025-04-26 05:39:54.478895778,C0051,Mouse,Accessories,North,4,800,0.15,UPI,No,3200,480.0,2720.0
O01059,2025-04-26 08:16:53.962792558,C0153,Headphones,Accessories,East,5,2500,0.15,UPI,No,12500,1875.0,10625.0
O01060,2025-04-26 10:53:53.446689338,C0267,Mouse,Accessories,East,5,800,0.15,Debit Card,No,4000,600.0,3400.0
O01061,2025-04-26 13:30:52.930586116,C0223,Headphones,Accessories,West,1,2500,0.15,Cash,Yes,2500,375.0,2125.0
O01062,2025-04-26 16:07:52.414482896,C0104,Smartphone,Electronics,East,4,40000,0.0,UPI,No,160000,0.0,160000.0
O01063,2025-04-26 18:44:51.898379676,C0245,Webcam,Accessories,North,2,3500,0.1,Credit Card,No,7000,700.0,6300.0
O01064,2025-04-26 21:21:51.382276454,C0195,Monitor,Electronics,South,5,15000,0.1,UPI,No,75000,7500.0,67500.0
O01065,2025-04-26 23:58:50.866173234,C0074,Smartphone,Electronics,South,4,40000,0.15,UPI,No,160000,24000.0,136000.0
O01066,2025-04-27 02:35:50.350070014,C0117,Headphones,Accessories,South,3,2500,0.1,Debit Card,No,7500,750.0,6750.0
O01067,2025-04-27 05:12:49.833966792,C0254,Headphones,Accessories,South,4,2500,0.05,UPI,No,10000,500.0,9500.0
O01068,2025-04-27 07:49:49.317863572,C0170,Laptop,Electronics,East,2,65000,0.1,Cash,No,130000,13000.0,117000.0
O01069,2025-04-27 10:26:48.801760352,C0013,Keyboard,Accessories,West,4,2000,0.0,Debit Card,No,8000,0.0,8000.0
O01070,2025-04-27 13:03:48.285657130,C0431,Tablet,Electronics,West,1,30000,0.1,Debit Card,No,30000,3000.0,27000.0
O01071,2025-04-27 15:40:47.769553910,C0269,Webcam,Accessories,West,5,3500,0.05,Credit Card,No,17500,875.0,16625.0
O01072,2025-04-27 18:17:47.253450690,C0032,Headphones,Accessories,West,2,2500,0.15,Credit Card,No,5000,750.0,4250.0
O01073,2025-04-27 20:54:46.737347470,C0182,Headphones,Accessories,North,2,2500,0.0,UPI,No,5000,0.0,5000.0
O01074,2025-04-27 23:31:46.221244248,C0304,Laptop,Electronics,North,4,65000,0.1,Credit Card,No,260000,26000.0,234000.0
O01075,2025-04-28 02:08:45.705141028,C0265,Webcam,Accessories,West,1,3500,0.1,UPI,No,3500,350.0,3150.0
O01076,2025-04-28 04:45:45.189037808,C0462,Keyboard,Accessories,West,3,2000,0.0,UPI,No,6000,0.0,6000.0
O01077,2025-04-28 07:22:44.672934586,C0058,Mouse,Accessories,North,1,800,0.15,Credit Card,Yes,800,120.0,680.0
O01078,2025-04-28 09:59:44.156831366,C0023,Headphones,Accessories,South,1,2500,0.1,Cash,No,2500,250.0,2250.0
O01079,2025-04-28 12:36:43.640728146,C0409,Mouse,Accessories,East,2,800,0.1,UPI,No,1600,160.0,1440.0
O01080,2025-04-28 15:13:43.124624924,C0318,Headphones,Accessories,West,1,2500,0.1,UPI,No,2500,250.0,2250.0
O01081,2025-04-28 17:50:42.608521704,C0407,Headphones,Accessories,East,1,2500,0.05,Credit Card,No,2500,125.0,2375.0
O01082,2025-04-28 20:27:42.092418484,C0113,Laptop,Electronics,South,4,65000,0.0,Cash,No,260000,0.0,260000.0
O01083,2025-04-28 23:04:41.576315262,C0345,Webcam,Accessories,North,1,3500,0.15,Credit Card,No,3500,525.0,2975.0
O01084,2025-04-29 01:41:41.060212042,C0158,Keyboard,Accessories,South,5,2000,0.05,Debit Card,No,10000,500.0,9500.0
O01085,2025-04-29 04:18:40.544108822,C0115,Smartphone,Electronics,South,5,40000,0.15,Cash,No,200000,30000.0,170000.0
O01086,2025-04-29 06:55:40.028005600,C0102,Laptop,Electronics,South,3,65000,0.05,Credit Card,No,195000,9750.0,185250.0
O01087,2025-04-29 09:32:39.511902380,C0457,Laptop,Electronics,West,3,65000,0.15,Credit Card,Yes,195000,29250.0,165750.0
