customer_id,category,product,transaction_count,units_sold,product_revenue
C0389,Electronics,Monitor,3,12,162750.0
C0104,Electronics,Tablet,3,6,162000.0
C0352,Electronics,Tablet,2,6,162000.0
C0086,Electronics,Monitor,3,12,160500.0
C0094,Electronics,Monitor,3,12,160500.0
C0025,Electronics,Smartphone,1,4,160000.0
C0026,Electronics,Smartphone,1,4,160000.0
C0053,Electronics,Smartphone,1,4,160000.0
C0178,Electronics,Smartphone,1,4,160000.0
C0236,Electronics,Smartphone,1,4,160000.0
C0417,Electronics,Smartphone,1,4,160000.0
C0428,Electronics,Smartphone,1,4,160000.0
C0433,Electronics,Smartphone,1,4,160000.0
C0434,Electronics,Smartphone,1,4,160000.0
C0412,Electronics,Monitor,3,12,159750.0
C0182,Electronics,Tablet,2,6,159000.0
C0194,Electronics,Monitor,3,11,159000.0
C0309,Electronics,Monitor,4,11,158250.0
C0192,Electronics,Smartphone,2,4,154000.0
C0282,Electronics,Smartphone,2,4,154000.0
C0367,Electronics,Smartphone,2,4,154000.0
C0483,Electronics,Tablet,2,6,153000.0
C0029,Electronics,Smartphone,1,4,152000.0
C0050,Electronics,Smartphone,1,4,152000.0
C0103,Electronics,Smartphone,2,4,152000.0
C0151,Electronics,Smartphone,1,4,152000.0
C0152,Electronics,Smartphone,1,4,152000.0
C0257,Electronics,Smartphone,1,4,152000.0
C0269,Electronics,Smartphone,1,4,152000.0
C0314,Electronics,Smartphone,1,4,152000.0
C0420,Electronics,Smartphone,1,4,152000.0
C0436,Electronics,Smartphone,1,4,152000.0
C0485,Electronics,Smartphone,1,4,152000.0
C0489,Electronics,Smartphone,1,4,152000.0
C0498,Electronics,Smartphone,1,4,152000.0
C0032,Electronics,Monitor,3,11,151500.0
C0120,Electronics,Monitor,3,11,151500.0
C0003,Electronics,Monitor,3,11,150750.0
C0014,Electronics,Tablet,1,5,150000.0
C0054,Electronics,Tablet,1,5,150000.0
C0093,Electronics,Tablet,1,5,150000.0
C0100,Electronics,Tablet,2,5,150000.0
C0126,Electronics,Tablet,1,5,150000.0
C0223,Electronics,Tablet,1,5,150000.0
C0231,Electronics,Tablet,1,5,150000.0
C0234,Electronics,Monitor,4,11,150000.0
C0261,Electronics,Tablet,2,5,150000.0
C0276,Electronics,Tablet,1,5,150000.0
C0292,Electronics,Tablet,1,5,150000.0
C0397,Electronics,Tablet,2,5,150000.0
C0398,Electronics,Tablet,1,5,150000.0
C0402,Electronics,Tablet,1,5,150000.0
C0403,Electronics,Tablet,2,5,150000.0
C0408,Electronics,Smartphone,2,4,150000.0
C0423,Electronics,Tablet,1,5,150000.0
C0434,Electronics,Tablet,1,5,150000.0
C0448,Electronics,Tablet,2,5,148500.0
C0237,Electronics,Tablet,2,5,147000.0
C0422,Electronics,Tablet,2,5,147000.0
C0014,Electronics,Monitor,3,11,146250.0
C0414,Electronics,Monitor,2,10,146250.0
C0041,Electronics,Smartphone,3,4,146000.0
C0351,Electronics,Monitor,5,10,145500.0
C0380,Electronics,Tablet,2,5,145500.0
C0137,Electronics,Monitor,4,10,144750.0
C0092,Electronics,Smartphone,1,4,144000.0
C0148,Electronics,Smartphone,1,4,144000.0
C0197,Electronics,Smartphone,1,4,144000.0
C0212,Electronics,Smartphone,1,4,144000.0
C0286,Electronics,Smartphone,1,4,144000.0
C0292,Electronics,Smartphone,1,4,144000.0
C0364,Electronics,Smartphone,1,4,144000.0
C0388,Electronics,Monitor,3,10,144000.0
C0471,Electronics,Smartphone,1,4,144000.0
C0029,Electronics,Monitor,2,10,142500.0
C0059,Electronics,Monitor,2,10,142500.0
C0066,Electronics,Tablet,1,5,142500.0
C0085,Electronics,Tablet,1,5,142500.0
C0086,Electronics,Tablet,1,5,142500.0
C0140,Electronics,Tablet,1,5,142500.0
C0278,Electronics,Tablet,1,5,142500.0
C0304,Electronics,Tablet,1,5,142500.0
C0334,Electronics,Monitor,4,10,142500.0
C0353,Electronics,Tablet,1,5,142500.0
C0369,Electronics,Tablet,1,5,142500.0
C0404,Electronics,Tablet,1,5,142500.0
C0424,Electronics,Tablet,1,5,142500.0
C0493,Electronics,Tablet,1,5,142500.0
C0497,Electronics,Tablet,1,5,142500.0
C0266,Electronics,Smartphone,2,4,142000.0
C0146,Electronics,Monitor,4,10,141750.0
C0423,Electronics,Monitor,4,10,141750.0
C0003,Electronics,Tablet,2,5,141000.0
C0262,Electronics,Tablet,3,5,141000.0
C0292,Electronics,Monitor,3,10,141000.0
C0253,Electronics,Tablet,2,5,139500.0
C0305,Electronics,Monitor,2,10,138750.0
C0101,Electronics,Monitor,3,10,138000.0
C0211,Electronics,Tablet,2,5,138000.0
C0357,Electronics,Smartphone,2,4,138000.0
C0455,Electronics,Monitor,3,10,138000.0
C0368,Electronics,Tablet,2,5,136500.0
C0437,Electronics,Tablet,2,5,136500.0
C0043,Electronics,Smartphone,1,4,136000.0
C0079,Electronics,Smartphone,1,4,136000.0
C0088,Electronics,Smartphone,1,4,136000.0
C0093,Electronics,Smartphone,1,4,136000.0
C0099,Electronics,Smartphone,2,4,136000.0
C0140,Electronics,Smartphone,2,4,136000.0
C0186,Electronics,Smartphone,1,4,136000.0
C0354,Electronics,Smartphone,1,4,136000.0
C0370,Electronics,Smartphone,1,4,136000.0
C0372,Electronics,Smartphone,1,4,136000.0
C0390,Electronics,Smartphone,1,4,136000.0
C0469,Electronics,Smartphone,1,4,136000.0
C0470,Electronics,Smartphone,1,4,136000.0
C0008,Electronics,Tablet,1,5,135000.0
C0053,Electronics,Tablet,1,5,135000.0
C0054,Electronics,Monitor,3,10,135000.0
C0132,Electronics,Tablet,1,5,135000.0
C0168,Electronics,Tablet,1,5,135000.0
C0171,Electronics,Tablet,1,5,135000.0
C0198,Electronics,Tablet,1,5,135000.0
C0246,Electronics,Tablet,1,5,135000.0
C0364,Electronics,Tablet,1,5,135000.0
C0468,Electronics,Tablet,1,5,135000.0
C0476,Electronics,Tablet,1,5,135000.0
C0027,Electronics,Monitor,3,9,134250.0
C0275,Electronics,Monitor,3,10,134250.0
C0464,Electronics,Monitor,4,10,133500.0
C0467,Electronics,Tablet,2,5,133500.0
C0166,Electronics,Tablet,3,5,132000.0
C0496,Electronics,Tablet,2,5,132000.0
C0285,Electronics,Tablet,2,5,130500.0
C0007,Electronics,Laptop,2,2,130000.0
C0024,Electronics,Laptop,1,2,130000.0
C0055,Electronics,Laptop,1,2,130000.0
C0147,Electronics,Laptop,1,2,130000.0
C0150,Electronics,Laptop,1,2,130000.0
C0171,Electronics,Laptop,1,2,130000.0
C0242,Electronics,Laptop,1,2,130000.0
C0253,Electronics,Laptop,1,2,130000.0
C0276,Electronics,Laptop,1,2,130000.0
C0325,Electronics,Laptop,1,2,130000.0
C0354,Electronics,Laptop,1,2,130000.0
C0400,Electronics,Laptop,1,2,130000.0
C0450,Electronics,Laptop,1,2,130000.0
C0480,Electronics,Laptop,1,2,130000.0
C0102,Electronics,Monitor,3,9,129750.0
C0026,Electronics,Monitor,3,9,129000.0
C0029,Electronics,Tablet,2,5,129000.0
C0051,Electronics,Monitor,2,9,129000.0
C0021,Electronics,Monitor,2,9,128250.0
C0215,Electronics,Monitor,2,9,128250.0
C0039,Electronics,Tablet,1,5,127500.0
C0048,Electronics,Tablet,1,5,127500.0
C0068,Electronics,Tablet,1,5,127500.0
C0111,Electronics,Tablet,1,5,127500.0
C0390,Electronics,Tablet,1,5,127500.0
C0282,Electronics,Laptop,2,2,126750.0
C0349,Electronics,Monitor,3,9,126750.0
C0493,Electronics,Monitor,2,9,126000.0
C0200,Electronics,Monitor,2,9,125250.0
C0358,Electronics,Monitor,3,9,123750.0
C0076,Electronics,Laptop,1,2,123500.0
C0156,Electronics,Laptop,1,2,123500.0
C0174,Electronics,Laptop,1,2,123500.0
C0206,Electronics,Laptop,2,2,123500.0
C0228,Electronics,Laptop,1,2,123500.0
C0247,Electronics,Laptop,1,2,123500.0
C0425,Electronics,Laptop,1,2,123500.0
C0138,Electronics,Monitor,2,9,122250.0
C0023,Electronics,Monitor,2,9,121500.0
C0119,Electronics,Monitor,2,9,121500.0
C0454,Electronics,Monitor,3,9,121500.0
C0157,Electronics,Monitor,2,9,120750.0
C0249,Electronics,Monitor,3,9,120750.0
C0115,Electronics,Laptop,2,2,120250.0
C0447,Electronics,Laptop,2,2,120250.0
C0089,Electronics,Tablet,1,4,120000.0
C0134,Electronics,Smartphone,1,3,120000.0
C0142,Electronics,Tablet,1,4,120000.0
C0152,Electronics,Tablet,2,4,120000.0
C0164,Electronics,Tablet,2,4,120000.0
C0205,Electronics,Smartphone,1,3,120000.0
C0219,Electronics,Tablet,1,4,120000.0
C0238,Electronics,Tablet,1,4,120000.0
C0251,Electronics,Tablet,1,4,120000.0
C0275,Electronics,Tablet,2,4,120000.0
C0297,Electronics,Smartphone,1,3,120000.0
C0320,Electronics,Smartphone,1,3,120000.0
C0321,Electronics,Smartphone,2,3,120000.0
C0360,Electronics,Smartphone,1,3,120000.0
C0376,Electronics,Smartphone,1,3,120000.0
C0382,Electronics,Tablet,1,4,120000.0
C0421,Electronics,Tablet,1,4,120000.0
C0445,Electronics,Smartphone,1,3,120000.0
C0462,Electronics,Smartphone,1,3,120000.0
C0463,Electronics,Smartphone,1,3,120000.0
C0495,Electronics,Tablet,2,4,120000.0
C0499,Electronics,Tablet,1,4,120000.0
C0459,Electronics,Monitor,3,9,119250.0
C0296,Electronics,Monitor,2,9,118500.0
C0432,Electronics,Monitor,3,9,118500.0
C0011,Electronics,Laptop,1,2,117000.0
C0025,Electronics,Laptop,1,2,117000.0
C0042,Electronics,Laptop,1,2,117000.0
C0087,Electronics,Laptop,1,2,117000.0
C0170,Electronics,Laptop,1,2,117000.0
C0188,Electronics,Laptop,1,2,117000.0
C0248,Electronics,Laptop,2,2,117000.0
C0269,Electronics,Laptop,1,2,117000.0
C0308,Electronics,Laptop,1,2,117000.0
C0327,Electronics,Laptop,1,2,117000.0
C0332,Electronics,Laptop,1,2,117000.0
C0387,Electronics,Laptop,1,2,117000.0
C0416,Electronics,Laptop,1,2,117000.0
C0423,Electronics,Laptop,1,2,117000.0
C0454,Electronics,Laptop,1,2,117000.0
C0465,Electronics,Laptop,1,2,117000.0
C0104,Electronics,Monitor,2,8,116250.0
C0149,Electronics,Smartphone,2,3,116000.0
C0232,Electronics,Smartphone,2,3,116000.0
C0233,Electronics,Smartphone,2,3,116000.0
C0289,Electronics,Smartphone,2,3,116000.0
C0010,Electronics,Tablet,2,4,115500.0
C0458,Electronics,Monitor,4,8,114750.0
C0017,Electronics,Tablet,1,4,114000.0
C0088,Electronics,Tablet,1,4,114000.0
C0090,Electronics,Smartphone,1,3,114000.0
C0132,Electronics,Smartphone,1,3,114000.0
C0193,Electronics,Tablet,2,4,114000.0
C0236,Electronics,Tablet,1,4,114000.0
C0245,Electronics,Tablet,1,4,114000.0
C0249,Electronics,Tablet,2,4,114000.0
C0277,Electronics,Smartphone,1,3,114000.0
C0295,Electronics,Tablet,1,4,114000.0
C0301,Electronics,Tablet,1,4,114000.0
C0352,Electronics,Smartphone,1,3,114000.0
C0382,Electronics,Smartphone,1,3,114000.0
C0406,Electronics,Tablet,1,4,114000.0
C0408,Electronics,Monitor,2,8,114000.0
C0409,Electronics,Tablet,1,4,114000.0
C0425,Electronics,Tablet,1,4,114000.0
C0490,Electronics,Smartphone,1,3,114000.0
C0046,Electronics,Monitor,2,8,113250.0
C0012,Electronics,Monitor,3,8,112500.0
C0210,Electronics,Tablet,2,4,112500.0
C0347,Electronics,Tablet,2,4,112500.0
C0187,Electronics,Monitor,3,8,111750.0
C0035,Electronics,Tablet,2,4,111000.0
C0119,Electronics,Tablet,2,4,111000.0
C0180,Electronics,Tablet,2,4,111000.0
C0205,Electronics,Monitor,2,8,111000.0
C0300,Electronics,Tablet,2,4,111000.0
C0329,Electronics,Tablet,2,4,111000.0
C0017,Electronics,Laptop,1,2,110500.0
C0089,Electronics,Laptop,1,2,110500.0
C0107,Electronics,Laptop,1,2,110500.0
C0198,Electronics,Laptop,1,2,110500.0
C0311,Electronics,Laptop,1,2,110500.0
C0344,Electronics,Laptop,1,2,110500.0
C0399,Electronics,Laptop,1,2,110500.0
C0241,Electronics,Smartphone,2,3,110000.0
C0333,Electronics,Smartphone,2,3,110000.0
C0327,Electronics,Monitor,3,8,108750.0
C0489,Electronics,Monitor,4,8,108750.0
C0035,Electronics,Smartphone,2,3,108000.0
C0049,Electronics,Tablet,1,4,108000.0
C0052,Electronics,Smartphone,1,3,108000.0
C0080,Electronics,Smartphone,1,3,108000.0
C0190,Electronics,Tablet,1,4,108000.0
C0201,Electronics,Smartphone,1,3,108000.0
C0210,Electronics,Smartphone,1,3,108000.0
C0225,Electronics,Smartphone,1,3,108000.0
C0234,Electronics,Smartphone,1,3,108000.0
C0244,Electronics,Tablet,1,4,108000.0
C0250,Electronics,Monitor,2,8,108000.0
C0255,Electronics,Tablet,1,4,108000.0
C0258,Electronics,Smartphone,1,3,108000.0
C0269,Electronics,Tablet,1,4,108000.0
C0288,Electronics,Smartphone,1,3,108000.0
C0307,Electronics,Tablet,1,4,108000.0
C0362,Electronics,Smartphone,1,3,108000.0
C0380,Electronics,Smartphone,1,3,108000.0
C0416,Electronics,Smartphone,2,3,108000.0
C0427,Electronics,Smartphone,1,3,108000.0
C0446,Electronics,Smartphone,1,3,108000.0
C0462,Electronics,Tablet,2,4,108000.0
C0486,Electronics,Tablet,1,4,108000.0
C0095,Electronics,Tablet,2,4,106500.0
C0375,Electronics,Monitor,3,8,106500.0
C0416,Electronics,Tablet,3,4,106500.0
C0298,Electronics,Smartphone,2,3,106000.0
C0442,Electronics,Monitor,2,8,105750.0
C0475,Electronics,Monitor,2,8,105750.0
C0143,Electronics,Monitor,2,7,105000.0
C0392,Electronics,Monitor,2,8,105000.0
C0308,Electronics,Monitor,2,7,103500.0
C0431,Electronics,Tablet,2,4,103500.0
C0004,Electronics,Tablet,2,4,102000.0
C0008,Electronics,Smartphone,1,3,102000.0
C0021,Electronics,Smartphone,1,3,102000.0
C0023,Electronics,Tablet,1,4,102000.0
C0036,Electronics,Smartphone,1,3,102000.0
C0038,Electronics,Smartphone,1,3,102000.0
C0045,Electronics,Smartphone,1,3,102000.0
C0087,Electronics,Smartphone,1,3,102000.0
C0105,Electronics,Smartphone,1,3,102000.0
C0129,Electronics,Tablet,1,4,102000.0
C0146,Electronics,Smartphone,1,3,102000.0
C0146,Electronics,Tablet,1,4,102000.0
C0176,Electronics,Monitor,2,7,102000.0
C0180,Electronics,Smartphone,1,3,102000.0
C0205,Electronics,Tablet,1,4,102000.0
C0242,Electronics,Smartphone,1,3,102000.0
C0265,Electronics,Tablet,1,4,102000.0
C0314,Electronics,Tablet,1,4,102000.0
C0332,Electronics,Tablet,1,4,102000.0
C0386,Electronics,Tablet,1,4,102000.0
C0389,Electronics,Smartphone,1,3,102000.0
C0404,Electronics,Monitor,2,8,102000.0
C0414,Electronics,Smartphone,1,3,102000.0
C0417,Electronics,Tablet,2,4,102000.0
C0429,Electronics,Tablet,1,4,102000.0
C0432,Electronics,Smartphone,1,3,102000.0
C0433,Electronics,Tablet,1,4,102000.0
C0067,Electronics,Monitor,3,7,100500.0
C0197,Electronics,Monitor,2,7,100500.0
C0344,Electronics,Monitor,2,7,100500.0
C0222,Electronics,Monitor,2,7,96750.0
C0391,Electronics,Monitor,2,7,96000.0
C0030,Electronics,Monitor,2,7,95250.0
C0024,Electronics,Monitor,3,7,94500.0
C0097,Electronics,Monitor,3,7,94500.0
C0099,Electronics,Monitor,2,7,94500.0
C0242,Electronics,Monitor,2,7,94500.0
C0338,Electronics,Monitor,2,7,94500.0
C0053,Accessories,Webcam,8,29,94150.0
C0017,Electronics,Monitor,3,7,93750.0
C0331,Electronics,Monitor,3,7,93750.0
C0339,Electronics,Monitor,2,7,93750.0
C0367,Electronics,Monitor,2,7,93750.0
C0298,Electronics,Monitor,2,7,93000.0
C0156,Electronics,Monitor,2,7,92250.0
C0479,Electronics,Monitor,2,7,92250.0
C0083,Electronics,Monitor,2,7,90750.0
C0033,Electronics,Tablet,1,3,90000.0
C0063,Electronics,Tablet,1,3,90000.0
C0115,Electronics,Tablet,1,3,90000.0
C0173,Electronics,Tablet,1,3,90000.0
C0229,Electronics,Tablet,1,3,90000.0
C0298,Electronics,Tablet,1,3,90000.0
C0305,Electronics,Tablet,1,3,90000.0
C0357,Electronics,Tablet,1,3,90000.0
C0391,Electronics,Tablet,1,3,90000.0
C0407,Electronics,Monitor,3,7,90000.0
C0419,Electronics,Tablet,1,3,90000.0
C0491,Electronics,Tablet,1,3,90000.0
C0207,Electronics,Tablet,2,3,88500.0
C0341,Electronics,Monitor,3,6,87000.0
C0436,Electronics,Monitor,2,6,87000.0
C0471,Electronics,Tablet,2,3,87000.0
C0135,Electronics,Monitor,2,6,86250.0
C0359,Electronics,Monitor,2,6,86250.0
C0006,Electronics,Tablet,1,3,85500.0
C0037,Electronics,Monitor,2,6,85500.0
C0112,Electronics,Monitor,2,6,85500.0
C0165,Electronics,Tablet,1,3,85500.0
C0209,Electronics,Tablet,1,3,85500.0
C0250,Electronics,Tablet,1,3,85500.0
C0317,Electronics,Tablet,1,3,85500.0
C0331,Electronics,Tablet,1,3,85500.0
C0389,Electronics,Tablet,1,3,85500.0
C0449,Electronics,Tablet,1,3,85500.0
C0184,Electronics,Monitor,3,6,84750.0
C0411,Electronics,Monitor,2,6,84750.0
C0083,Electronics,Tablet,2,3,84000.0
C0151,Electronics,Tablet,2,3,84000.0
C0274,Electronics,Tablet,2,3,84000.0
C0281,Electronics,Tablet,2,3,84000.0
C0330,Electronics,Tablet,2,3,84000.0
C0287,Electronics,Monitor,2,6,83250.0
C0403,Electronics,Monitor,3,6,83250.0
C0161,Electronics,Monitor,2,6,82500.0
C0310,Electronics,Tablet,2,3,82500.0
C0464,Electronics,Tablet,2,3,82500.0
C0089,Electronics,Monitor,2,6,81750.0
C0356,Electronics,Monitor,2,6,81750.0
C0450,Electronics,Monitor,2,6,81750.0
C0002,Electronics,Tablet,1,3,81000.0
C0046,Electronics,Tablet,1,3,81000.0
C0084,Electronics,Tablet,1,3,81000.0
C0133,Electronics,Tablet,1,3,81000.0
C0135,Electronics,Tablet,1,3,81000.0
C0161,Electronics,Tablet,1,3,81000.0
C0195,Electronics,Monitor,2,6,81000.0
C0222,Electronics,Tablet,1,3,81000.0
C0241,Electronics,Tablet,1,3,81000.0
C0319,Electronics,Tablet,2,3,81000.0
C0375,Electronics,Tablet,1,3,81000.0
C0376,Electronics,Monitor,2,6,81000.0
C0433,Electronics,Monitor,2,6,81000.0
C0444,Electronics,Tablet,2,3,81000.0
C0456,Electronics,Monitor,3,6,81000.0
C0459,Electronics,Tablet,1,3,81000.0
C0461,Electronics,Tablet,1,3,81000.0
C0470,Electronics,Tablet,1,3,81000.0
C0122,Electronics,Smartphone,1,2,80000.0
C0126,Electronics,Smartphone,1,2,80000.0
C0296,Electronics,Smartphone,1,2,80000.0
C0419,Electronics,Smartphone,1,2,80000.0
C0174,Electronics,Tablet,2,3,79500.0
C0191,Electronics,Tablet,2,3,79500.0
C0294,Electronics,Tablet,2,3,78000.0
C0224,Electronics,Tablet,1,3,76500.0
C0006,Electronics,Smartphone,2,2,76000.0
C0030,Electronics,Smartphone,1,2,76000.0
C0161,Electronics,Smartphone,1,2,76000.0
C0171,Electronics,Smartphone,1,2,76000.0
C0259,Electronics,Smartphone,1,2,76000.0
C0299,Electronics,Smartphone,1,2,76000.0
C0316,Electronics,Smartphone,1,2,76000.0
C0353,Electronics,Smartphone,1,2,76000.0
C0378,Electronics,Smartphone,1,2,76000.0
C0397,Electronics,Smartphone,1,2,76000.0
C0476,Electronics,Smartphone,1,2,76000.0
C0053,Electronics,Monitor,2,5,75000.0
C0109,Electronics,Monitor,1,5,75000.0
C0144,Electronics,Monitor,2,5,75000.0
C0147,Electronics,Monitor,1,5,75000.0
C0175,Electronics,Monitor,1,5,75000.0
C0210,Electronics,Monitor,1,5,75000.0
C0243,Electronics,Monitor,1,5,75000.0
C0261,Electronics,Monitor,1,5,75000.0
C0268,Electronics,Monitor,1,5,75000.0
C0343,Electronics,Monitor,1,5,75000.0
C0350,Electronics,Monitor,1,5,75000.0
C0363,Electronics,Monitor,1,5,75000.0
C0393,Electronics,Monitor,1,5,75000.0
C0395,Electronics,Monitor,1,5,75000.0
C0428,Electronics,Monitor,1,5,75000.0
C0467,Electronics,Monitor,1,5,75000.0
C0194,Electronics,Smartphone,2,2,74000.0
C0103,Electronics,Monitor,2,5,73500.0
C0251,Electronics,Monitor,2,5,73500.0
C0259,Electronics,Monitor,2,5,73500.0
C0336,Electronics,Monitor,2,5,73500.0
C0019,Electronics,Monitor,2,5,72750.0
C0100,Electronics,Monitor,2,5,72750.0
C0057,Electronics,Smartphone,1,2,72000.0
C0185,Electronics,Smartphone,1,2,72000.0
C0195,Electronics,Smartphone,1,2,72000.0
C0202,Electronics,Monitor,2,5,72000.0
C0221,Electronics,Smartphone,1,2,72000.0
C0255,Electronics,Smartphone,2,2,72000.0
C0313,Electronics,Smartphone,1,2,72000.0
C0342,Electronics,Smartphone,2,2,72000.0
C0402,Electronics,Smartphone,1,2,72000.0
C0018,Electronics,Monitor,1,5,71250.0
C0076,Electronics,Monitor,1,5,71250.0
C0211,Electronics,Monitor,1,5,71250.0
C0228,Electronics,Monitor,1,5,71250.0
C0255,Electronics,Monitor,1,5,71250.0
C0370,Electronics,Monitor,2,5,71250.0
C0396,Electronics,Monitor,1,5,71250.0
C0490,Electronics,Monitor,1,5,71250.0
C0045,Electronics,Monitor,2,5,70500.0
C0378,Electronics,Monitor,3,5,70500.0
C0425,Electronics,Monitor,3,5,70500.0
C0216,Electronics,Smartphone,2,2,70000.0
C0035,Electronics,Monitor,2,5,69750.0
C0219,Electronics,Monitor,2,5,69750.0
C0115,Electronics,Monitor,2,5,69000.0
C0191,Electronics,Monitor,2,5,69000.0
C0345,Electronics,Monitor,2,5,69000.0
C0204,Electronics,Monitor,3,5,68250.0
C0101,Electronics,Smartphone,1,2,68000.0
C0245,Electronics,Smartphone,1,2,68000.0
C0273,Electronics,Smartphone,1,2,68000.0
C0324,Electronics,Smartphone,2,2,68000.0
C0345,Electronics,Smartphone,1,2,68000.0
C0373,Electronics,Smartphone,1,2,68000.0
C0399,Electronics,Smartphone,2,2,68000.0
C0447,Electronics,Smartphone,1,2,68000.0
C0460,Electronics,Smartphone,1,2,68000.0
C0479,Electronics,Smartphone,1,2,68000.0
C0495,Electronics,Smartphone,1,2,68000.0
C0005,Electronics,Monitor,2,5,67500.0
C0011,Electronics,Monitor,1,5,67500.0
C0043,Electronics,Monitor,2,5,67500.0
C0081,Electronics,Monitor,1,5,67500.0
C0106,Electronics,Monitor,1,5,67500.0
C0153,Electronics,Monitor,1,5,67500.0
C0236,Electronics,Monitor,2,5,67500.0
C0240,Electronics,Monitor,1,5,67500.0
C0252,Electronics,Monitor,1,5,67500.0
C0283,Electronics,Monitor,2,5,67500.0
C0293,Electronics,Monitor,1,5,67500.0
C0361,Electronics,Monitor,2,5,67500.0
C0474,Electronics,Monitor,2,5,67500.0
C0496,Electronics,Monitor,1,5,67500.0
C0498,Electronics,Monitor,1,5,67500.0
C0034,Electronics,Monitor,2,5,66750.0
C0105,Electronics,Monitor,2,5,66000.0
C0073,Electronics,Monitor,3,5,65250.0
C0133,Electronics,Monitor,2,5,65250.0
C0150,Electronics,Monitor,2,5,65250.0
C0492,Electronics,Monitor,2,5,65250.0
C0047,Electronics,Laptop,1,1,65000.0
C0133,Electronics,Laptop,1,1,65000.0
C0158,Electronics,Laptop,1,1,65000.0
C0211,Electronics,Laptop,1,1,65000.0
C0223,Electronics,Laptop,1,1,65000.0
C0391,Electronics,Laptop,1,1,65000.0
C0421,Electronics,Laptop,1,1,65000.0
C0449,Electronics,Laptop,1,1,65000.0
C0474,Electronics,Laptop,1,1,65000.0
C0013,Electronics,Monitor,1,5,63750.0
C0096,Electronics,Monitor,1,5,63750.0
C0107,Electronics,Monitor,1,5,63750.0
C0129,Electronics,Monitor,1,5,63750.0
C0177,Electronics,Monitor,2,5,63750.0
C0223,Electronics,Monitor,1,5,63750.0
C0237,Electronics,Monitor,1,5,63750.0
C0260,Electronics,Monitor,1,5,63750.0
C0304,Electronics,Monitor,1,5,63750.0
C0422,Electronics,Monitor,1,5,63750.0
C0446,Electronics,Monitor,1,5,63750.0
C0101,Electronics,Laptop,1,1,61750.0
C0111,Electronics,Laptop,1,1,61750.0
C0296,Electronics,Laptop,1,1,61750.0
C0015,Electronics,Tablet,1,2,60000.0
C0056,Electronics,Monitor,1,4,60000.0
C0064,Electronics,Tablet,1,2,60000.0
C0091,Electronics,Monitor,1,4,60000.0
C0166,Electronics,Monitor,1,4,60000.0
C0167,Electronics,Tablet,1,2,60000.0
C0175,Electronics,Tablet,1,2,60000.0
C0269,Electronics,Monitor,1,4,60000.0
C0310,Electronics,Monitor,2,4,60000.0
C0315,Electronics,Tablet,1,2,60000.0
C0329,Electronics,Monitor,1,4,60000.0
C0400,Electronics,Tablet,1,2,60000.0
C0438,Electronics,Monitor,1,4,60000.0
C0482,Electronics,Tablet,1,2,60000.0
C0012,Electronics,Laptop,1,1,58500.0
C0046,Electronics,Laptop,1,1,58500.0
C0055,Electronics,Monitor,2,4,58500.0
C0069,Electronics,Monitor,2,4,58500.0
C0083,Electronics,Laptop,1,1,58500.0
C0114,Electronics,Laptop,1,1,58500.0
C0160,Electronics,Monitor,2,4,58500.0
C0366,Electronics,Laptop,1,1,58500.0
C0368,Electronics,Laptop,1,1,58500.0
C0376,Electronics,Laptop,1,1,58500.0
C0459,Electronics,Laptop,1,1,58500.0
C0271,Electronics,Monitor,3,4,57750.0
C0001,Electronics,Tablet,1,2,57000.0
C0028,Electronics,Monitor,1,4,57000.0
C0057,Electronics,Monitor,1,4,57000.0
C0075,Electronics,Tablet,1,2,57000.0
C0093,Electronics,Monitor,1,4,57000.0
C0107,Electronics,Tablet,1,2,57000.0
C0159,Electronics,Tablet,1,2,57000.0
C0188,Electronics,Monitor,1,4,57000.0
C0227,Electronics,Tablet,1,2,57000.0
C0244,Electronics,Monitor,1,4,57000.0
C0257,Electronics,Tablet,1,2,57000.0
C0274,Electronics,Monitor,1,4,57000.0
C0286,Electronics,Monitor,1,4,57000.0
C0303,Electronics,Monitor,1,4,57000.0
C0317,Electronics,Monitor,3,4,57000.0
C0338,Electronics,Tablet,1,2,57000.0
C0362,Electronics,Tablet,1,2,57000.0
C0371,Electronics,Monitor,1,4,57000.0
C0406,Electronics,Monitor,1,4,57000.0
C0435,Electronics,Monitor,1,4,57000.0
C0456,Electronics,Tablet,2,2,57000.0
C0460,Electronics,Monitor,1,4,57000.0
C0231,Accessories,Webcam,4,17,56350.0
C0313,Accessories,Webcam,4,17,56350.0
C0266,Electronics,Monitor,2,4,56250.0
C0466,Electronics,Monitor,2,4,56250.0
C0155,Electronics,Monitor,2,4,55500.0
C0167,Electronics,Monitor,2,4,55500.0
C0276,Electronics,Monitor,2,4,55500.0
C0278,Electronics,Monitor,3,4,55500.0
C0073,Electronics,Laptop,1,1,55250.0
C0279,Electronics,Laptop,1,1,55250.0
C0346,Electronics,Laptop,1,1,55250.0
C0348,Electronics,Laptop,1,1,55250.0
C0360,Electronics,Laptop,1,1,55250.0
C0407,Electronics,Laptop,1,1,55250.0
C0420,Electronics,Laptop,1,1,55250.0
C0424,Electronics,Laptop,1,1,55250.0
C0430,Electronics,Laptop,1,1,55250.0
C0475,Electronics,Laptop,1,1,55250.0
C0486,Electronics,Laptop,1,1,55250.0
C0179,Electronics,Monitor,2,4,54750.0
C0201,Electronics,Monitor,2,4,54750.0
