customer_id,preferred_product_category,preferred_product,product_revenue,customer_lifetime_revenue,preferred_category,category_revenue
C0084,Electronics,Laptop,185250.0,294020.0,Electronics,266250.0
C0139,Electronics,Laptop,240500.0,293975.0,Electronics,255500.0
C0255,Electronics,Tablet,108000.0,293475.0,Electronics,251250.0
C0064,Electronics,Smartphone,216000.0,291250.0,Electronics,276000.0
C0348,Electronics,Smartphone,190000.0,289825.0,Electronics,259500.0
C0332,Electronics,Laptop,117000.0,288600.0,Electronics,272000.0
C0132,Electronics,Tablet,135000.0,288070.0,Electronics,249000.0
C0498,Electronics,Smartphone,152000.0,287920.0,Electronics,245000.0
C0211,Electronics,Tablet,138000.0,286775.0,Electronics,274250.0
C0420,Electronics,Smartphone,152000.0,284175.0,Electronics,258250.0
C0447,Electronics,Laptop,120250.0,283845.0,Electronics,226500.0
C0376,Electronics,Smartphone,120000.0,283310.0,Electronics,259500.0
C0308,Electronics,Laptop,117000.0,281475.0,Electronics,258500.0
C0363,Electronics,Tablet,187500.0,278410.0,Electronics,262500.0
C0204,Electronics,Laptop,175500.0,272930.0,Electronics,243750.0
C0254,Electronics,Laptop,234000.0,270925.0,Electronics,234000.0
C0071,Electronics,Smartphone,182000.0,269650.0,Electronics,236000.0
C0267,Electronics,Smartphone,190000.0,267735.0,Electronics,216250.0
C0188,Electronics,Laptop,117000.0,266700.0,Electronics,237500.0
C0249,Electronics,Monitor,120750.0,265595.0,Electronics,234750.0
C0471,Electronics,Smartphone,144000.0,264640.0,Electronics,243750.0
C0024,Electronics,Laptop,130000.0,263000.0,Electronics,224500.0
C0155,Electronics,Laptop,185250.0,262635.0,Electronics,240750.0
C0260,Electronics,Laptop,165750.0,261845.0,Electronics,229500.0
C0106,Electronics,Laptop,165750.0,260470.0,Electronics,233250.0
C0373,Electronics,Tablet,177000.0,256600.0,Electronics,245000.0
C0124,Electronics,Smartphone,188000.0,254600.0,Electronics,242000.0
C0399,Electronics,Laptop,110500.0,249560.0,Electronics,234000.0
C0368,Electronics,Tablet,136500.0,244880.0,Electronics,209250.0
C0400,Electronics,Laptop,130000.0,242775.0,Electronics,218500.0
C0133,Electronics,Tablet,81000.0,242300.0,Electronics,211250.0
C0183,Electronics,Tablet,165000.0,242210.0,Electronics,192750.0
C0483,Electronics,Tablet,153000.0,241690.0,Electronics,220250.0
C0484,Electronics,Laptop,178750.0,239125.0,Electronics,178750.0
C0344,Electronics,Laptop,110500.0,238465.0,Electronics,211000.0
C0397,Electronics,Tablet,150000.0,237500.0,Electronics,226000.0
C0357,Electronics,Smartphone,138000.0,236075.0,Electronics,228000.0
C0076,Electronics,Laptop,123500.0,234950.0,Electronics,194750.0
C0259,Electronics,Smartphone,76000.0,234325.0,Electronics,203500.0
C0401,Electronics,Tablet,174000.0,231985.0,Electronics,210000.0
C0136,Electronics,Tablet,169500.0,231860.0,Electronics,214500.0
C0329,Electronics,Tablet,111000.0,231050.0,Electronics,209000.0
C0277,Electronics,Smartphone,114000.0,230750.0,Electronics,195000.0
C0328,Electronics,Laptop,195000.0,228745.0,Electronics,195000.0
C0130,Electronics,Monitor,173250.0,227075.0,Electronics,209250.0
C0464,Electronics,Monitor,133500.0,226700.0,Electronics,216000.0
C0426,Electronics,Laptop,178750.0,226200.0,Electronics,193750.0
C0241,Electronics,Smartphone,110000.0,221800.0,Electronics,191000.0
C0137,Electronics,Monitor,144750.0,205130.0,Electronics,178750.0
C0167,Electronics,Tablet,60000.0,204675.0,Electronics,153500.0
C0446,Electronics,Smartphone,108000.0,198910.0,Electronics,171750.0
C0006,Electronics,Tablet,85500.0,193350.0,Electronics,174250.0
C0134,Electronics,Smartphone,120000.0,192425.0,Electronics,120000.0
C0201,Electronics,Smartphone,108000.0,191825.0,Electronics,162750.0
C0007,Electronics,Laptop,130000.0,191625.0,Electronics,175000.0
C0463,Electronics,Smartphone,120000.0,187375.0,Electronics,150000.0
C0475,Electronics,Monitor,105750.0,185475.0,Electronics,161000.0
C0092,Electronics,Smartphone,144000.0,184545.0,Electronics,144000.0
C0262,Electronics,Tablet,141000.0,184525.0,Electronics,175000.0
C0407,Electronics,Monitor,90000.0,182625.0,Electronics,175250.0
C0499,Electronics,Tablet,120000.0,181700.0,Electronics,171000.0
C0465,Electronics,Laptop,117000.0,181375.0,Electronics,155000.0
C0345,Electronics,Monitor,69000.0,180510.0,Electronics,167000.0
C0191,Electronics,Tablet,79500.0,179050.0,Electronics,148500.0
C0073,Electronics,Monitor,65250.0,174330.0,Electronics,158500.0
C0449,Electronics,Tablet,85500.0,173500.0,Electronics,150500.0
C0032,Electronics,Monitor,151500.0,172160.0,Electronics,151500.0
C0247,Electronics,Laptop,123500.0,158260.0,Electronics,150500.0
C0038,Electronics,Smartphone,102000.0,152670.0,Electronics,102000.0
C0288,Electronics,Smartphone,108000.0,152500.0,Electronics,108000.0
C0122,Electronics,Smartphone,80000.0,150260.0,Electronics,118250.0
C0173,Electronics,Tablet,90000.0,144000.0,Electronics,144000.0
C0170,Electronics,Laptop,117000.0,142925.0,Electronics,117000.0
C0466,Electronics,Monitor,56250.0,137300.0,Accessories,81050.0
C0001,Electronics,Tablet,57000.0,135820.0,Electronics,97000.0
C0097,Electronics,Monitor,94500.0,130900.0,Electronics,94500.0
C0356,Electronics,Monitor,81750.0,127550.0,Electronics,81750.0
C0343,Electronics,Monitor,75000.0,127065.0,Electronics,75000.0
C0347,Electronics,Tablet,112500.0,120580.0,Electronics,112500.0
C0315,Electronics,Tablet,60000.0,115140.0,Electronics,94000.0
C0015,Electronics,Tablet,60000.0,110600.0,Electronics,98000.0
C0396,Electronics,Monitor,71250.0,108625.0,Electronics,71250.0
C0385,Electronics,Monitor,30000.0,107650.0,Electronics,55500.0
C0207,Electronics,Tablet,88500.0,107175.0,Electronics,88500.0
C0435,Electronics,Monitor,57000.0,104440.0,Electronics,85500.0
C0172,Electronics,Monitor,42750.0,104200.0,Electronics,69750.0
C0005,Electronics,Monitor,67500.0,100500.0,Electronics,94500.0
C0281,Electronics,Tablet,84000.0,98030.0,Electronics,84000.0
C0072,Electronics,Smartphone,36000.0,86800.0,Electronics,61500.0
C0487,Electronics,Monitor,51000.0,84200.0,Electronics,51000.0
C0220,Electronics,Monitor,27000.0,79190.0,Electronics,52500.0
C0022,Electronics,Monitor,54000.0,76675.0,Electronics,54000.0
C0169,Accessories,Headphones,44250.0,68175.0,Accessories,53175.0
C0214,Electronics,Monitor,45000.0,59620.0,Electronics,45000.0
C0141,Electronics,Tablet,28500.0,52660.0,Electronics,28500.0
