customer_id,category,transaction_count,units_sold,category_revenue,customer_lifetime_revenue
C0384,Accessories,5,17,42575.0,531575.0
C0467,Accessories,7,22,42520.0,1060770.0
C0009,Accessories,4,14,42275.0,358275.0
C0255,Accessories,6,18,42225.0,293475.0
C0333,Accessories,4,17,42205.0,341955.0
C0469,Accessories,6,24,42115.0,416615.0
C0002,Accessories,6,16,41600.0,300600.0
C0295,Accessories,7,24,41575.0,371075.0
C0091,Accessories,6,24,41175.0,611425.0
C0459,Accessories,5,17,40620.0,299370.0
C0096,Accessories,5,20,40565.0,489315.0
C0092,Accessories,8,20,40545.0,184545.0
C0418,Accessories,6,18,40285.0,597785.0
C0076,Accessories,5,19,40200.0,234950.0
C0269,Accessories,6,16,40200.0,477200.0
C0145,Accessories,7,27,40040.0,610540.0
C0477,Accessories,6,24,40030.0,520280.0
C0275,Accessories,5,19,39975.0,1266725.0
C0035,Accessories,8,19,39930.0,328680.0
C0049,Accessories,8,24,39930.0,550430.0
C0414,Accessories,9,23,39890.0,453890.0
C0430,Accessories,6,21,39825.0,563575.0
C0225,Accessories,7,15,39815.0,440315.0
C0161,Accessories,7,16,39700.0,600950.0
C0438,Accessories,5,15,39155.0,549655.0
C0203,Accessories,6,19,39105.0,788605.0
C0132,Accessories,6,17,39070.0,288070.0
C0196,Accessories,5,15,38875.0,439625.0
C0001,Accessories,5,17,38820.0,135820.0
C0283,Accessories,7,18,38630.0,450130.0
C0024,Accessories,3,12,38500.0,263000.0
C0139,Accessories,4,17,38475.0,293975.0
C0242,Accessories,5,15,38225.0,415725.0
C0176,Accessories,5,18,38085.0,876835.0
C0362,Accessories,6,17,37950.0,397950.0
C0396,Accessories,5,17,37375.0,108625.0
C0463,Accessories,9,29,37375.0,187375.0
C0304,Accessories,5,16,37105.0,825355.0
C0323,Accessories,6,21,37075.0,617575.0
C0254,Accessories,5,17,36925.0,270925.0
C0098,Accessories,5,14,36725.0,1152475.0
C0248,Accessories,5,22,36700.0,508450.0
C0366,Accessories,8,21,36670.0,323670.0
C0206,Accessories,7,18,36650.0,385150.0
C0157,Accessories,4,14,36405.0,449655.0
C0097,Accessories,5,17,36400.0,130900.0
C0457,Accessories,6,22,36390.0,722890.0
C0199,Accessories,5,17,35810.0,846310.0
C0239,Accessories,4,13,35750.0,530750.0
C0277,Accessories,6,23,35750.0,230750.0
C0324,Accessories,5,17,35700.0,355700.0
C0208,Accessories,6,18,35650.0,793650.0
C0368,Accessories,10,19,35630.0,244880.0
C0381,Accessories,4,13,35600.0,549850.0
C0221,Accessories,6,19,35375.0,781375.0
C0031,Accessories,7,19,35350.0,767600.0
C0186,Accessories,8,20,35260.0,383510.0
C0408,Accessories,6,15,35165.0,923915.0
C0094,Accessories,8,27,34850.0,550600.0
C0144,Accessories,5,13,34725.0,408725.0
C0244,Accessories,6,22,34695.0,989695.0
C0140,Accessories,5,15,34455.0,365455.0
C0172,Accessories,6,20,34450.0,104200.0
C0379,Electronics,1,1,34000.0,47050.0
C0025,Accessories,4,14,33850.0,516350.0
C0328,Accessories,5,18,33745.0,228745.0
C0185,Accessories,7,16,33700.0,604450.0
C0057,Accessories,5,13,33675.0,963925.0
C0071,Accessories,5,16,33650.0,269650.0
C0481,Accessories,4,13,33550.0,641300.0
C0442,Accessories,3,13,33500.0,959250.0
C0158,Accessories,4,16,33240.0,340990.0
C0352,Accessories,5,15,33200.0,504200.0
C0487,Accessories,4,13,33200.0,84200.0
C0016,Accessories,5,14,33050.0,1001050.0
C0056,Accessories,7,20,32850.0,732600.0
C0066,Accessories,4,12,32725.0,355225.0
C0461,Accessories,9,21,32605.0,357605.0
C0103,Accessories,8,16,32550.0,547300.0
C0426,Accessories,5,16,32450.0,226200.0
C0260,Accessories,6,18,32345.0,261845.0
C0104,Accessories,5,19,32270.0,772270.0
C0238,Accessories,5,15,32190.0,366190.0
C0437,Accessories,5,16,32060.0,1042310.0
C0302,Accessories,4,12,32025.0,1037275.0
C0122,Accessories,5,13,32010.0,150260.0
C0058,Accessories,8,18,31970.0,358970.0
C0222,Accessories,7,18,31740.0,741490.0
C0190,Accessories,4,12,31700.0,944700.0
C0224,Accessories,5,14,31700.0,384200.0
C0178,Accessories,4,15,31640.0,484140.0
C0270,Accessories,5,15,31600.0,382600.0
C0014,Accessories,6,20,31555.0,361805.0
C0462,Accessories,5,16,31525.0,568275.0
C0153,Accessories,3,12,31500.0,703500.0
C0050,Accessories,6,17,31400.0,1281650.0
C0377,Accessories,4,13,31400.0,485900.0
C0486,Accessories,6,20,31285.0,486535.0
C0280,Accessories,5,15,31275.0,710025.0
C0444,Accessories,6,16,31180.0,339430.0
C0133,Accessories,7,17,31050.0,242300.0
C0077,Accessories,3,12,31000.0,618750.0
C0249,Accessories,5,15,30845.0,265595.0
C0259,Accessories,5,12,30825.0,234325.0
C0241,Accessories,5,13,30800.0,221800.0
C0051,Accessories,7,19,30770.0,444270.0
C0102,Accessories,4,14,30750.0,1261750.0
C0236,Accessories,5,14,30750.0,372250.0
C0411,Accessories,6,17,30705.0,882955.0
C0369,Accessories,4,13,30580.0,560080.0
C0191,Accessories,4,12,30550.0,179050.0
C0402,Accessories,5,13,30520.0,853770.0
C0348,Accessories,3,11,30325.0,289825.0
C0382,Accessories,5,18,30280.0,318280.0
C0303,Accessories,4,12,30275.0,421275.0
C0386,Accessories,5,15,30250.0,332250.0
C0004,Accessories,6,17,30185.0,1108185.0
C0253,Accessories,5,16,30180.0,681430.0
C0406,Accessories,5,17,30125.0,995625.0
C0127,Accessories,5,12,30075.0,1523575.0
C0256,Electronics,1,2,30000.0,35190.0
C0251,Accessories,4,12,29925.0,574425.0
C0012,Accessories,5,16,29880.0,552880.0
C0338,Accessories,6,14,29865.0,473865.0
C0460,Accessories,5,14,29860.0,398610.0
C0290,Accessories,4,12,29820.0,363820.0
C0434,Accessories,5,12,29615.0,369615.0
C0432,Accessories,5,16,29425.0,932425.0
C0111,Accessories,6,16,29415.0,788665.0
C0188,Accessories,5,16,29200.0,266700.0
C0204,Accessories,6,17,29180.0,272930.0
C0201,Accessories,6,20,29075.0,191825.0
C0068,Accessories,4,16,28770.0,466270.0
C0310,Accessories,5,12,28710.0,463710.0
C0043,Accessories,4,14,28650.0,875650.0
C0141,Electronics,1,1,28500.0,52660.0
C0334,Accessories,3,9,28450.0,440950.0
C0143,Accessories,5,14,28175.0,1107175.0
C0044,Accessories,5,13,28125.0,478625.0
C0078,Accessories,3,11,28025.0,561025.0
C0123,Accessories,6,16,27785.0,925785.0
C0084,Accessories,5,12,27770.0,294020.0
C0011,Accessories,5,15,27650.0,483650.0
C0394,Accessories,4,13,27575.0,468075.0
C0018,Accessories,3,10,27500.0,989000.0
C0223,Accessories,4,11,27500.0,306250.0
C0375,Accessories,2,9,27475.0,577975.0
C0344,Accessories,4,14,27465.0,238465.0
C0093,Accessories,6,15,27345.0,370345.0
C0182,Accessories,5,16,27315.0,766815.0
C0202,Accessories,4,13,27275.0,668025.0
C0370,Accessories,4,12,27250.0,689500.0
C0106,Accessories,5,15,27220.0,260470.0
C0496,Accessories,6,16,27180.0,396680.0
C0446,Accessories,7,19,27160.0,198910.0
C0404,Accessories,2,9,27000.0,456750.0
C0424,Accessories,6,15,26975.0,404725.0
C0003,Accessories,5,10,26750.0,878500.0
C0179,Accessories,7,17,26725.0,714475.0
C0061,Accessories,5,12,26700.0,1126200.0
C0367,Accessories,3,10,26700.0,521450.0
C0220,Accessories,5,14,26690.0,79190.0
C0177,Accessories,7,13,26645.0,585395.0
C0160,Accessories,4,14,26575.0,332075.0
C0317,Accessories,3,11,26575.0,393075.0
C0229,Accessories,3,9,26525.0,482525.0
C0472,Accessories,5,17,26475.0,39975.0
C0264,Accessories,7,20,26420.0,633670.0
C0137,Accessories,5,15,26380.0,205130.0
C0465,Accessories,5,15,26375.0,181375.0
C0279,Accessories,6,15,26060.0,354310.0
C0128,Accessories,6,17,25970.0,675970.0
C0387,Accessories,3,10,25950.0,428950.0
C0170,Accessories,3,10,25925.0,142925.0
C0420,Accessories,3,9,25925.0,284175.0
C0131,Accessories,6,16,25620.0,550870.0
C0413,Accessories,6,16,25620.0,607620.0
C0095,Accessories,5,16,25565.0,408315.0
C0021,Accessories,4,12,25505.0,719755.0
C0072,Accessories,4,10,25300.0,86800.0
C0085,Accessories,5,16,25220.0,450470.0
C0266,Accessories,4,12,25180.0,1049680.0
C0433,Accessories,3,11,25175.0,368175.0
C0263,Accessories,5,16,25170.0,435170.0
C0235,Accessories,4,11,25160.0,675910.0
C0041,Accessories,4,12,25075.0,387075.0
C0383,Accessories,4,12,25000.0,732250.0
C0272,Accessories,5,13,24905.0,1226655.0
C0403,Accessories,7,16,24620.0,515870.0
C0495,Accessories,4,8,24550.0,855550.0
C0350,Accessories,4,14,24500.0,611500.0
C0475,Accessories,5,9,24475.0,185475.0
C0400,Accessories,4,8,24275.0,242775.0
C0378,Accessories,4,11,24230.0,1062230.0
C0065,Accessories,3,9,24175.0,412175.0
C0141,Accessories,4,14,24160.0,52660.0
C0146,Accessories,6,11,24150.0,545400.0
C0320,Accessories,4,13,24130.0,391130.0
C0194,Accessories,4,13,23970.0,858970.0
C0228,Accessories,5,9,23815.0,666065.0
C0376,Accessories,4,12,23810.0,283310.0
C0325,Accessories,5,13,23725.0,764475.0
C0342,Accessories,4,9,23725.0,592475.0
C0351,Accessories,6,13,23555.0,1022055.0
C0389,Accessories,4,10,23450.0,539450.0
C0292,Accessories,4,11,23380.0,1020630.0
C0147,Accessories,6,18,23330.0,642330.0
C0125,Accessories,5,18,23230.0,338230.0
C0101,Accessories,2,10,23125.0,613375.0
C0449,Accessories,2,9,23000.0,173500.0
C0308,Accessories,3,10,22975.0,281475.0
C0268,Accessories,3,7,22850.0,536600.0
C0318,Accessories,5,13,22850.0,980600.0
C0488,Accessories,3,9,22800.0,538300.0
C0082,Accessories,3,9,22725.0,552225.0
C0022,Accessories,4,10,22675.0,76675.0
C0108,Accessories,6,14,22570.0,771070.0
C0353,Accessories,6,10,22405.0,812905.0
C0395,Accessories,5,17,22275.0,627275.0
C0193,Accessories,4,13,22150.0,597650.0
C0329,Accessories,4,12,22050.0,231050.0
C0401,Accessories,4,11,21985.0,231985.0
C0155,Accessories,4,11,21885.0,262635.0
C0116,Accessories,4,9,21860.0,435610.0
C0163,Accessories,3,10,21800.0,904050.0
C0121,Accessories,3,7,21700.0,941200.0
C0391,Accessories,5,10,21675.0,472675.0
C0261,Accessories,4,11,21600.0,522600.0
C0483,Accessories,4,9,21440.0,241690.0
C0445,Accessories,3,10,21425.0,746175.0
C0315,Accessories,5,17,21140.0,115140.0
C0060,Accessories,4,13,20900.0,793650.0
C0471,Accessories,6,17,20890.0,264640.0
C0054,Accessories,2,9,20750.0,836500.0
C0330,Accessories,3,9,20725.0,328725.0
C0312,Accessories,3,9,20700.0,1025950.0
C0032,Accessories,6,14,20660.0,172160.0
C0205,Accessories,2,7,20625.0,353625.0
C0322,Accessories,3,14,20600.0,495850.0
C0300,Accessories,3,8,20425.0,1355175.0
C0340,Accessories,2,10,20375.0,536125.0
C0019,Accessories,5,13,20370.0,347620.0
C0215,Accessories,3,8,20325.0,1382075.0
C0358,Accessories,6,12,20325.0,324075.0
C0412,Accessories,4,11,20280.0,424530.0
C0230,Accessories,3,9,20250.0,648000.0
C0226,Accessories,5,19,19780.0,602530.0
C0361,Accessories,4,10,19730.0,526730.0
C0113,Accessories,4,10,19620.0,313620.0
C0360,Accessories,3,12,19540.0,593790.0
C0468,Accessories,5,9,19475.0,388475.0
C0217,Accessories,5,15,19340.0,328090.0
C0243,Accessories,3,10,19300.0,466300.0
C0006,Accessories,2,8,19100.0,193350.0
C0110,Accessories,3,11,19080.0,1085830.0
C0436,Accessories,4,15,18975.0,1044475.0
C0435,Accessories,4,12,18940.0,104440.0
C0371,Accessories,4,8,18760.0,297260.0
C0415,Accessories,3,9,18750.0,1032750.0
C0207,Accessories,5,16,18675.0,107175.0
C0326,Accessories,6,10,18560.0,1113810.0
C0493,Accessories,3,9,18500.0,657500.0
C0020,Accessories,4,9,18420.0,582170.0
C0380,Accessories,4,11,18260.0,475760.0
C0478,Accessories,4,9,18210.0,780460.0
C0099,Accessories,3,8,18100.0,571100.0
C0234,Accessories,3,7,17950.0,1169700.0
C0059,Accessories,2,8,17925.0,392925.0
C0130,Accessories,4,6,17825.0,227075.0
C0192,Accessories,3,7,17825.0,750075.0
C0028,Accessories,3,6,17800.0,432300.0
C0162,Accessories,2,8,17790.0,628790.0
C0294,Accessories,4,14,17730.0,378230.0
C0040,Accessories,6,17,17700.0,408450.0
C0500,Accessories,2,6,17625.0,848875.0
C0008,Accessories,3,7,17550.0,488550.0
C0154,Accessories,6,11,17510.0,616760.0
C0209,Accessories,6,18,17400.0,637900.0
C0136,Accessories,3,9,17360.0,231860.0
C0409,Accessories,3,9,17315.0,341315.0
C0135,Accessories,5,14,17255.0,1013005.0
C0299,Accessories,3,9,17250.0,438500.0
C0030,Accessories,3,10,17035.0,981285.0
C0431,Accessories,3,13,17010.0,703510.0
C0017,Accessories,2,6,16950.0,539200.0
C0046,Accessories,3,7,16850.0,513600.0
C0237,Accessories,3,10,16850.0,868100.0
C0007,Accessories,4,8,16625.0,191625.0
C0042,Accessories,4,13,16600.0,419600.0
C0332,Accessories,3,12,16600.0,288600.0
C0080,Accessories,2,7,16500.0,916500.0
C0398,Accessories,4,11,16250.0,870750.0
C0129,Accessories,2,7,16235.0,1044485.0
C0175,Accessories,2,8,16025.0,642775.0
C0314,Accessories,3,8,15950.0,637200.0
C0363,Accessories,3,7,15910.0,278410.0
C0073,Accessories,3,7,15830.0,174330.0
C0117,Accessories,4,9,15810.0,1104810.0
C0210,Accessories,4,10,15660.0,311160.0
C0399,Accessories,4,9,15560.0,249560.0
C0439,Accessories,5,11,15535.0,875035.0
C0200,Accessories,3,10,15300.0,339050.0
C0064,Accessories,3,8,15250.0,291250.0
C0491,Accessories,3,7,15250.0,832500.0
C0119,Accessories,2,7,15125.0,1076875.0
C0169,Electronics,1,1,15000.0,68175.0
C0453,Accessories,6,16,14900.0,437150.0
C0339,Accessories,3,11,14800.0,873550.0
C0214,Accessories,4,10,14620.0,59620.0
C0417,Accessories,4,10,14580.0,1033830.0
C0419,Accessories,2,6,14250.0,896000.0
C0497,Accessories,3,13,14040.0,542290.0
C0281,Accessories,3,8,14030.0,98030.0
C0258,Accessories,3,8,13765.0,969015.0
C0425,Accessories,3,6,13750.0,727750.0
C0327,Accessories,3,9,13680.0,568430.0
C0345,Accessories,6,11,13510.0,180510.0
C0472,Electronics,1,1,13500.0,39975.0
C0379,Accessories,3,7,13050.0,47050.0
C0152,Accessories,4,8,13040.0,586290.0
C0079,Accessories,2,10,12900.0,403900.0
C0015,Accessories,3,5,12600.0,110600.0
C0124,Accessories,1,4,12600.0,254600.0
C0166,Accessories,1,4,12600.0,492600.0
C0301,Accessories,1,4,12600.0,694850.0
C0211,Accessories,2,6,12525.0,286775.0
C0197,Accessories,3,11,12440.0,427940.0
C0045,Accessories,4,11,12360.0,493610.0
C0257,Accessories,2,6,12250.0,656500.0
C0100,Accessories,1,4,11900.0,844650.0
C0010,Accessories,3,6,11875.0,609875.0
C0284,Accessories,2,6,11850.0,580600.0
C0114,Accessories,3,15,11600.0,418100.0
C0373,Accessories,5,7,11600.0,256600.0
C0027,Accessories,2,5,11500.0,510750.0
C0388,Accessories,2,5,11500.0,737250.0
C0397,Accessories,4,6,11500.0,237500.0
C0372,Accessories,3,6,11350.0,687600.0
C0271,Accessories,3,5,11320.0,412070.0
C0112,Accessories,2,5,11125.0,423125.0
C0233,Accessories,3,6,11110.0,788610.0
C0331,Accessories,2,5,10750.0,504000.0
C0494,Accessories,2,4,10725.0,555225.0
C0464,Accessories,3,5,10700.0,226700.0
C0499,Accessories,2,5,10700.0,181700.0
C0180,Accessories,2,7,10660.0,1075160.0
C0062,Accessories,3,10,10460.0,295210.0
C0250,Accessories,3,6,10355.0,623105.0
C0039,Accessories,2,8,10150.0,332650.0
C0083,Accessories,1,4,10000.0,423250.0
C0265,Accessories,2,4,9900.0,349150.0
C0480,Accessories,3,7,9780.0,507780.0
C0262,Accessories,2,4,9525.0,184525.0
C0189,Accessories,3,10,9455.0,908455.0
C0151,Accessories,3,8,9240.0,461240.0
C0455,Accessories,3,8,9200.0,680700.0
C0349,Accessories,3,5,9120.0,831620.0
C0451,Accessories,1,5,9000.0,687500.0
C0448,Accessories,3,4,8400.0,979150.0
C0181,Accessories,3,10,8280.0,877280.0
C0026,Accessories,2,4,8175.0,1095675.0
C0458,Accessories,3,8,8120.0,1078620.0
C0347,Accessories,3,5,8080.0,120580.0
C0357,Accessories,2,4,8075.0,236075.0
C0069,Accessories,2,4,7900.0,870400.0
C0149,Accessories,2,4,7900.0,621150.0
C0247,Accessories,2,3,7760.0,158260.0
C0052,Accessories,3,8,7735.0,400735.0
C0168,Accessories,2,3,7575.0,790825.0
C0393,Accessories,2,10,7400.0,718400.0
C0407,Accessories,3,6,7375.0,182625.0
C0311,Accessories,3,5,7020.0,394020.0
C0427,Accessories,1,4,6800.0,740050.0
C0055,Accessories,2,6,6720.0,375220.0
C0074,Accessories,2,3,6125.0,710125.0
C0005,Accessories,1,3,6000.0,100500.0
C0216,Accessories,1,3,6000.0,733000.0
C0090,Accessories,1,2,5950.0,519700.0
C0240,Accessories,2,4,5780.0,758030.0
C0081,Accessories,2,2,5225.0,798725.0
C0256,Accessories,2,4,5190.0,35190.0
C0307,Accessories,2,5,5130.0,1475130.0
C0276,Accessories,1,2,4500.0,340000.0
C0070,Accessories,2,3,4080.0,328580.0
C0029,Accessories,1,2,4000.0,593250.0
C0218,Accessories,1,5,4000.0,421000.0
C0319,Accessories,2,3,3500.0,901250.0
C0047,Accessories,1,5,3400.0,334400.0
C0086,Accessories,1,2,3400.0,306400.0
C0309,Accessories,1,2,3400.0,597150.0
C0305,Accessories,2,3,3320.0,432070.0
C0429,Accessories,2,2,2500.0,508000.0
C0213,Accessories,1,2,1600.0,783850.0
C0440,Accessories,1,1,800.0,437800.0
